,dateRep,cases,deaths,countriesAndTerritories
48014,2020-08-13,55941,1490,United_States_of_America
48015,2020-08-12,46813,1076,United_States_of_America
48016,2020-08-11,49530,523,United_States_of_America
48017,2020-08-10,46847,513,United_States_of_America
48018,2020-08-09,56221,1069,United_States_of_America
48019,2020-08-08,58150,1252,United_States_of_America
48020,2020-08-07,59755,1848,United_States_of_America
48021,2020-08-06,52804,1450,United_States_of_America
48022,2020-08-05,57525,1403,United_States_of_America
48023,2020-08-04,45607,543,United_States_of_America
48024,2020-08-03,47511,413,United_States_of_America
48025,2020-08-02,58407,1133,United_States_of_America
48026,2020-08-01,67023,1244,United_States_of_America
48027,2020-07-31,68032,1357,United_States_of_America
48028,2020-07-30,74985,1457,United_States_of_America
48029,2020-07-29,61734,1245,United_States_of_America
48030,2020-07-28,56243,1076,United_States_of_America
48031,2020-07-27,55993,475,United_States_of_America
48032,2020-07-26,65498,914,United_States_of_America
48033,2020-07-25,78427,1304,United_States_of_America
48034,2020-07-24,63196,1052,United_States_of_America
48035,2020-07-23,68848,1124,United_States_of_America
48036,2020-07-22,72048,1160,United_States_of_America
48037,2020-07-21,56750,372,United_States_of_America
48038,2020-07-20,61796,415,United_States_of_America
48039,2020-07-19,63749,853,United_States_of_America
48040,2020-07-18,71494,908,United_States_of_America
48041,2020-07-17,76930,939,United_States_of_America
48042,2020-07-16,67717,953,United_States_of_America
48043,2020-07-15,68518,861,United_States_of_America
48044,2020-07-14,58114,400,United_States_of_America
48045,2020-07-13,57258,391,United_States_of_America
48046,2020-07-12,63051,717,United_States_of_America
48047,2020-07-11,66625,806,United_States_of_America
48048,2020-07-10,63004,982,United_States_of_America
48049,2020-07-09,58906,829,United_States_of_America
48050,2020-07-08,57473,1174,United_States_of_America
48051,2020-07-07,49990,359,United_States_of_America
48052,2020-07-06,49093,271,United_States_of_America
48053,2020-07-05,45221,242,United_States_of_America
48054,2020-07-04,54442,694,United_States_of_America
48055,2020-07-03,53399,678,United_States_of_America
48056,2020-07-02,52048,652,United_States_of_America
48057,2020-07-01,43880,1270,United_States_of_America
48058,2020-06-30,41556,336,United_States_of_America
48059,2020-06-29,38673,265,United_States_of_America
48060,2020-06-28,42486,500,United_States_of_America
48061,2020-06-27,45527,623,United_States_of_America
48062,2020-06-26,40949,2437,United_States_of_America
48063,2020-06-25,34339,751,United_States_of_America
48064,2020-06-24,34720,826,United_States_of_America
48065,2020-06-23,31390,427,United_States_of_America
48066,2020-06-22,25793,256,United_States_of_America
48067,2020-06-21,34158,607,United_States_of_America
48068,2020-06-20,29909,678,United_States_of_America
48069,2020-06-19,27762,717,United_States_of_America
48070,2020-06-18,25559,754,United_States_of_America
48071,2020-06-17,23705,836,United_States_of_America
48072,2020-06-16,19957,395,United_States_of_America
48073,2020-06-15,19543,296,United_States_of_America
48074,2020-06-14,25540,767,United_States_of_America
48075,2020-06-13,25639,849,United_States_of_America
48076,2020-06-12,22883,896,United_States_of_America
48077,2020-06-11,20614,918,United_States_of_America
48078,2020-06-10,18665,999,United_States_of_America
48079,2020-06-09,18822,493,United_States_of_America
48080,2020-06-08,22302,712,United_States_of_America
48081,2020-06-07,22223,659,United_States_of_America
48082,2020-06-06,25178,932,United_States_of_America
48083,2020-06-05,21140,1036,United_States_of_America
48084,2020-06-04,19699,994,United_States_of_America
48085,2020-06-03,20544,1034,United_States_of_America
48086,2020-06-02,21086,764,United_States_of_America
48087,2020-06-01,19807,602,United_States_of_America
48088,2020-05-31,23297,945,United_States_of_America
48089,2020-05-30,25337,1219,United_States_of_America
48090,2020-05-29,21817,1175,United_States_of_America
48091,2020-05-28,18721,1526,United_States_of_America
48092,2020-05-27,18910,696,United_States_of_America
48093,2020-05-26,19064,500,United_States_of_America
48094,2020-05-25,20568,633,United_States_of_America
48095,2020-05-24,21236,1080,United_States_of_America
48096,2020-05-23,24147,1305,United_States_of_America
48097,2020-05-22,25434,1263,United_States_of_America
48098,2020-05-21,23285,1518,United_States_of_America
48099,2020-05-20,19970,1568,United_States_of_America
48100,2020-05-19,21841,791,United_States_of_America
48101,2020-05-18,18873,808,United_States_of_America
48102,2020-05-17,24487,1186,United_States_of_America
48103,2020-05-16,25508,1662,United_States_of_America
48104,2020-05-15,27143,1773,United_States_of_America
48105,2020-05-14,20782,1746,United_States_of_America
48106,2020-05-13,22048,1703,United_States_of_America
48107,2020-05-12,18117,1156,United_States_of_America
48108,2020-05-11,20258,734,United_States_of_America
48109,2020-05-10,25612,1614,United_States_of_America
48110,2020-05-09,26957,1510,United_States_of_America
48111,2020-05-08,28369,2239,United_States_of_America
48112,2020-05-07,24128,2353,United_States_of_America
48113,2020-05-06,23841,2144,United_States_of_America
48114,2020-05-05,22593,1252,United_States_of_America
48115,2020-05-04,24972,1297,United_States_of_America
48116,2020-05-03,29288,1317,United_States_of_America
48117,2020-05-02,33955,2062,United_States_of_America
48118,2020-05-01,29917,2040,United_States_of_America
48119,2020-04-30,27326,2611,United_States_of_America
48120,2020-04-29,24132,2110,United_States_of_America
48121,2020-04-28,22541,1369,United_States_of_America
48122,2020-04-27,26857,1687,United_States_of_America
48123,2020-04-26,48529,2172,United_States_of_America
48124,2020-04-25,21352,1054,United_States_of_America
48125,2020-04-24,26543,3179,United_States_of_America
48126,2020-04-23,17588,1721,United_States_of_America
48127,2020-04-22,37289,2524,United_States_of_America
48128,2020-04-21,28065,1857,United_States_of_America
48129,2020-04-20,24601,1772,United_States_of_America
48130,2020-04-19,32922,1856,United_States_of_America
48131,2020-04-18,30833,3770,United_States_of_America
48132,2020-04-17,31667,2299,United_States_of_America
48133,2020-04-16,30148,4928,United_States_of_America
48134,2020-04-15,26922,2408,United_States_of_America
48135,2020-04-14,25023,1541,United_States_of_America
48136,2020-04-13,27620,1500,United_States_of_America
48137,2020-04-12,28391,1831,United_States_of_America
48138,2020-04-11,35527,2087,United_States_of_America
48139,2020-04-10,33901,1873,United_States_of_America
48140,2020-04-09,33323,1922,United_States_of_America
48141,2020-04-08,30613,1906,United_States_of_America
48142,2020-04-07,30561,1342,United_States_of_America
48143,2020-04-06,25398,1146,United_States_of_America
48144,2020-04-05,34272,1344,United_States_of_America
48145,2020-04-04,32425,1104,United_States_of_America
48146,2020-04-03,28819,915,United_States_of_America
48147,2020-04-02,27103,1059,United_States_of_America
48148,2020-04-01,24998,909,United_States_of_America
48149,2020-03-31,21595,661,United_States_of_America
48150,2020-03-30,18360,318,United_States_of_America
48151,2020-03-29,19979,484,United_States_of_America
48152,2020-03-28,18695,411,United_States_of_America
48153,2020-03-27,16797,246,United_States_of_America
48154,2020-03-26,13963,249,United_States_of_America
48155,2020-03-25,8789,211,United_States_of_America
48156,2020-03-24,11236,119,United_States_of_America
48157,2020-03-23,8459,131,United_States_of_America
48158,2020-03-22,7123,80,United_States_of_America
48159,2020-03-21,5374,110,United_States_of_America
48160,2020-03-20,4835,0,United_States_of_America
48161,2020-03-19,2988,42,United_States_of_America
48162,2020-03-18,1766,23,United_States_of_America
48163,2020-03-17,887,16,United_States_of_America
48164,2020-03-16,823,12,United_States_of_America
48165,2020-03-15,777,10,United_States_of_America
48166,2020-03-14,511,7,United_States_of_America
48167,2020-03-13,351,10,United_States_of_America
48168,2020-03-12,287,2,United_States_of_America
48169,2020-03-11,271,2,United_States_of_America
48170,2020-03-10,200,5,United_States_of_America
48171,2020-03-09,121,4,United_States_of_America
48172,2020-03-08,95,3,United_States_of_America
48173,2020-03-07,105,2,United_States_of_America
48174,2020-03-06,74,1,United_States_of_America
48175,2020-03-05,34,2,United_States_of_America
48176,2020-03-04,22,3,United_States_of_America
48177,2020-03-03,14,4,United_States_of_America
48178,2020-03-02,20,1,United_States_of_America
48179,2020-03-01,3,1,United_States_of_America
48180,2020-02-29,6,0,United_States_of_America
48181,2020-02-28,1,0,United_States_of_America
48182,2020-02-27,6,0,United_States_of_America
48183,2020-02-26,0,0,United_States_of_America
48184,2020-02-25,18,0,United_States_of_America
48185,2020-02-24,0,0,United_States_of_America
48186,2020-02-23,0,0,United_States_of_America
48187,2020-02-22,19,0,United_States_of_America
48188,2020-02-21,1,0,United_States_of_America
48189,2020-02-20,0,0,United_States_of_America
48190,2020-02-19,0,0,United_States_of_America
48191,2020-02-18,0,0,United_States_of_America
48192,2020-02-17,0,0,United_States_of_America
48193,2020-02-16,0,0,United_States_of_America
48194,2020-02-15,0,0,United_States_of_America
48195,2020-02-14,1,0,United_States_of_America
48196,2020-02-13,1,0,United_States_of_America
48197,2020-02-12,0,0,United_States_of_America
48198,2020-02-11,1,0,United_States_of_America
48199,2020-02-10,0,0,United_States_of_America
48200,2020-02-09,0,0,United_States_of_America
48201,2020-02-08,0,0,United_States_of_America
48202,2020-02-07,0,0,United_States_of_America
48203,2020-02-06,1,0,United_States_of_America
48204,2020-02-05,0,0,United_States_of_America
48205,2020-02-04,0,0,United_States_of_America
48206,2020-02-03,3,0,United_States_of_America
48207,2020-02-02,1,0,United_States_of_America
48208,2020-02-01,1,0,United_States_of_America
48209,2020-01-31,1,0,United_States_of_America
48210,2020-01-30,0,0,United_States_of_America
48211,2020-01-29,0,0,United_States_of_America
48212,2020-01-28,0,0,United_States_of_America
48213,2020-01-27,3,0,United_States_of_America
48214,2020-01-26,0,0,United_States_of_America
48215,2020-01-25,1,0,United_States_of_America
48216,2020-01-24,0,0,United_States_of_America
48217,2020-01-23,0,0,United_States_of_America
48218,2020-01-22,0,0,United_States_of_America
48219,2020-01-21,1,0,United_States_of_America
48220,2020-01-20,0,0,United_States_of_America
48221,2020-01-19,0,0,United_States_of_America
48222,2020-01-18,0,0,United_States_of_America
48223,2020-01-17,0,0,United_States_of_America
48224,2020-01-16,0,0,United_States_of_America
48225,2020-01-15,0,0,United_States_of_America
48226,2020-01-14,0,0,United_States_of_America
48227,2020-01-13,0,0,United_States_of_America
48228,2020-01-12,0,0,United_States_of_America
48229,2020-01-11,0,0,United_States_of_America
48230,2020-01-10,0,0,United_States_of_America
48231,2020-01-09,0,0,United_States_of_America
48232,2020-01-08,0,0,United_States_of_America
48233,2020-01-07,0,0,United_States_of_America
48234,2020-01-06,0,0,United_States_of_America
48235,2020-01-05,0,0,United_States_of_America
48236,2020-01-04,0,0,United_States_of_America
48237,2020-01-03,0,0,United_States_of_America
48238,2020-01-02,0,0,United_States_of_America
48239,2020-01-01,0,0,United_States_of_America
48240,2019-12-31,0,0,United_States_of_America
48241,2020-10-20,1,0,United_States_Virgin_Islands
48242,2020-10-19,0,0,United_States_Virgin_Islands
48243,2020-10-18,6,0,United_States_Virgin_Islands
48244,2020-10-17,0,0,United_States_Virgin_Islands
48245,2020-10-16,1,1,United_States_Virgin_Islands
48246,2020-10-15,0,0,United_States_Virgin_Islands
48247,2020-10-14,3,0,United_States_Virgin_Islands
48248,2020-10-13,0,0,United_States_Virgin_Islands
48249,2020-10-12,0,0,United_States_Virgin_Islands
48250,2020-10-11,0,0,United_States_Virgin_Islands
48251,2020-10-10,1,0,United_States_Virgin_Islands
48252,2020-10-09,2,0,United_States_Virgin_Islands
48253,2020-10-08,1,0,United_States_Virgin_Islands
48254,2020-10-07,0,0,United_States_Virgin_Islands
48255,2020-10-06,0,0,United_States_Virgin_Islands
48256,2020-10-05,0,0,United_States_Virgin_Islands
48257,2020-10-04,0,0,United_States_Virgin_Islands
48258,2020-10-03,0,0,United_States_Virgin_Islands
48259,2020-10-02,3,0,United_States_Virgin_Islands
48260,2020-10-01,0,0,United_States_Virgin_Islands
48261,2020-09-30,0,0,United_States_Virgin_Islands
48262,2020-09-29,1,1,United_States_Virgin_Islands
48263,2020-09-28,0,0,United_States_Virgin_Islands
48264,2020-09-27,3,0,United_States_Virgin_Islands
48265,2020-09-26,18,0,United_States_Virgin_Islands
48266,2020-09-25,6,0,United_States_Virgin_Islands
48267,2020-09-24,12,0,United_States_Virgin_Islands
48268,2020-09-23,9,0,United_States_Virgin_Islands
48269,2020-09-22,0,0,United_States_Virgin_Islands
48270,2020-09-21,27,0,United_States_Virgin_Islands
48271,2020-09-20,0,0,United_States_Virgin_Islands
48272,2020-09-19,4,0,United_States_Virgin_Islands
48273,2020-09-18,0,0,United_States_Virgin_Islands
48274,2020-09-17,6,0,United_States_Virgin_Islands
48275,2020-09-16,11,0,United_States_Virgin_Islands
48276,2020-09-15,1,0,United_States_Virgin_Islands
48277,2020-09-14,0,0,United_States_Virgin_Islands
48278,2020-09-13,19,1,United_States_Virgin_Islands
48279,2020-09-12,0,0,United_States_Virgin_Islands
48280,2020-09-11,4,0,United_States_Virgin_Islands
48281,2020-09-10,6,0,United_States_Virgin_Islands
48282,2020-09-09,1,1,United_States_Virgin_Islands
48283,2020-09-08,9,0,United_States_Virgin_Islands
48284,2020-09-07,14,1,United_States_Virgin_Islands
48285,2020-09-06,17,0,United_States_Virgin_Islands
48286,2020-09-05,0,0,United_States_Virgin_Islands
48287,2020-09-04,6,1,United_States_Virgin_Islands
48288,2020-09-03,1,0,United_States_Virgin_Islands
48289,2020-09-02,4,0,United_States_Virgin_Islands
48290,2020-09-01,5,1,United_States_Virgin_Islands
48291,2020-08-31,5,0,United_States_Virgin_Islands
48292,2020-08-30,54,0,United_States_Virgin_Islands
48293,2020-08-29,0,0,United_States_Virgin_Islands
48294,2020-08-28,45,0,United_States_Virgin_Islands
48295,2020-08-27,0,0,United_States_Virgin_Islands
48296,2020-08-26,32,2,United_States_Virgin_Islands
48297,2020-08-25,14,1,United_States_Virgin_Islands
48298,2020-08-24,52,1,United_States_Virgin_Islands
48299,2020-08-23,0,0,United_States_Virgin_Islands
48300,2020-08-22,63,0,United_States_Virgin_Islands
48301,2020-08-21,41,1,United_States_Virgin_Islands
48302,2020-08-20,32,0,United_States_Virgin_Islands
48303,2020-08-19,0,0,United_States_Virgin_Islands
48304,2020-08-18,55,0,United_States_Virgin_Islands
48305,2020-08-17,7,0,United_States_Virgin_Islands
48306,2020-08-16,0,0,United_States_Virgin_Islands
48307,2020-08-15,30,0,United_States_Virgin_Islands
48308,2020-08-14,65,0,United_States_Virgin_Islands
48309,2020-08-13,0,0,United_States_Virgin_Islands
48310,2020-08-12,92,0,United_States_Virgin_Islands
48311,2020-08-11,0,0,United_States_Virgin_Islands
48312,2020-08-10,0,0,United_States_Virgin_Islands
48313,2020-08-09,19,0,United_States_Virgin_Islands
48314,2020-08-08,6,0,United_States_Virgin_Islands
48315,2020-08-07,21,0,United_States_Virgin_Islands
48316,2020-08-06,38,1,United_States_Virgin_Islands
48317,2020-08-05,24,0,United_States_Virgin_Islands
48318,2020-08-04,18,0,United_States_Virgin_Islands
48319,2020-08-03,0,0,United_States_Virgin_Islands
48320,2020-08-02,15,0,United_States_Virgin_Islands
48321,2020-08-01,21,0,United_States_Virgin_Islands
48322,2020-07-31,0,0,United_States_Virgin_Islands
48323,2020-07-30,0,0,United_States_Virgin_Islands
48324,2020-07-29,21,1,United_States_Virgin_Islands
48325,2020-07-28,3,0,United_States_Virgin_Islands
48326,2020-07-27,9,0,United_States_Virgin_Islands
48327,2020-07-26,0,0,United_States_Virgin_Islands
48328,2020-07-25,16,0,United_States_Virgin_Islands
48329,2020-07-24,0,0,United_States_Virgin_Islands
48330,2020-07-23,16,0,United_States_Virgin_Islands
48331,2020-07-22,12,1,United_States_Virgin_Islands
48332,2020-07-21,11,0,United_States_Virgin_Islands
48333,2020-07-20,0,0,United_States_Virgin_Islands
48334,2020-07-19,14,0,United_States_Virgin_Islands
48335,2020-07-18,20,0,United_States_Virgin_Islands
48336,2020-07-17,14,0,United_States_Virgin_Islands
48337,2020-07-16,32,0,United_States_Virgin_Islands
48338,2020-07-15,0,0,United_States_Virgin_Islands
48339,2020-07-14,36,0,United_States_Virgin_Islands
48340,2020-07-13,0,0,United_States_Virgin_Islands
48341,2020-07-12,14,0,United_States_Virgin_Islands
48342,2020-07-11,14,0,United_States_Virgin_Islands
48343,2020-07-10,9,0,United_States_Virgin_Islands
48344,2020-07-09,22,0,United_States_Virgin_Islands
48345,2020-07-08,6,0,United_States_Virgin_Islands
48346,2020-07-07,4,0,United_States_Virgin_Islands
48347,2020-07-06,1,0,United_States_Virgin_Islands
48348,2020-07-05,0,0,United_States_Virgin_Islands
48349,2020-07-04,13,0,United_States_Virgin_Islands
48350,2020-07-03,6,0,United_States_Virgin_Islands
48351,2020-07-02,8,0,United_States_Virgin_Islands
48352,2020-07-01,0,0,United_States_Virgin_Islands
48353,2020-06-30,3,0,United_States_Virgin_Islands
48354,2020-06-29,0,0,United_States_Virgin_Islands
48355,2020-06-28,0,0,United_States_Virgin_Islands
48356,2020-06-27,0,0,United_States_Virgin_Islands
48357,2020-06-26,1,0,United_States_Virgin_Islands
48358,2020-06-25,4,0,United_States_Virgin_Islands
48359,2020-06-24,0,0,United_States_Virgin_Islands
48360,2020-06-23,0,0,United_States_Virgin_Islands
48361,2020-06-22,2,0,United_States_Virgin_Islands
48362,2020-06-21,0,0,United_States_Virgin_Islands
48363,2020-06-20,1,0,United_States_Virgin_Islands
48364,2020-06-19,0,0,United_States_Virgin_Islands
48365,2020-06-18,0,0,United_States_Virgin_Islands
48366,2020-06-17,0,0,United_States_Virgin_Islands
48367,2020-06-16,0,0,United_States_Virgin_Islands
48368,2020-06-15,1,0,United_States_Virgin_Islands
48369,2020-06-14,0,0,United_States_Virgin_Islands
48370,2020-06-13,0,0,United_States_Virgin_Islands
48371,2020-06-12,0,0,United_States_Virgin_Islands
48372,2020-06-11,1,0,United_States_Virgin_Islands
48373,2020-06-10,0,0,United_States_Virgin_Islands
48374,2020-06-09,0,0,United_States_Virgin_Islands
48375,2020-06-08,0,0,United_States_Virgin_Islands
48376,2020-06-07,0,0,United_States_Virgin_Islands
48377,2020-06-06,0,0,United_States_Virgin_Islands
48378,2020-06-05,1,0,United_States_Virgin_Islands
48379,2020-06-04,0,0,United_States_Virgin_Islands
48380,2020-06-03,0,0,United_States_Virgin_Islands
48381,2020-06-02,1,0,United_States_Virgin_Islands
48382,2020-06-01,0,0,United_States_Virgin_Islands
48383,2020-05-31,0,0,United_States_Virgin_Islands
48384,2020-05-30,0,0,United_States_Virgin_Islands
48385,2020-05-29,0,0,United_States_Virgin_Islands
48386,2020-05-28,0,0,United_States_Virgin_Islands
48387,2020-05-27,0,0,United_States_Virgin_Islands
48388,2020-05-26,0,0,United_States_Virgin_Islands
48389,2020-05-25,0,0,United_States_Virgin_Islands
48390,2020-05-24,0,0,United_States_Virgin_Islands
48391,2020-05-23,0,0,United_States_Virgin_Islands
48392,2020-05-22,0,0,United_States_Virgin_Islands
48393,2020-05-21,0,0,United_States_Virgin_Islands
48394,2020-05-20,0,0,United_States_Virgin_Islands
48395,2020-05-19,0,0,United_States_Virgin_Islands
48396,2020-05-18,0,0,United_States_Virgin_Islands
48397,2020-05-17,0,0,United_States_Virgin_Islands
48398,2020-05-16,0,0,United_States_Virgin_Islands
48399,2020-05-15,0,0,United_States_Virgin_Islands
48400,2020-05-14,0,1,United_States_Virgin_Islands
48401,2020-05-13,0,0,United_States_Virgin_Islands
48402,2020-05-12,0,1,United_States_Virgin_Islands
48403,2020-05-11,0,0,United_States_Virgin_Islands
48404,2020-05-10,1,0,United_States_Virgin_Islands
48405,2020-05-09,2,0,United_States_Virgin_Islands
48406,2020-05-08,0,0,United_States_Virgin_Islands
48407,2020-05-07,0,0,United_States_Virgin_Islands
48408,2020-05-06,0,0,United_States_Virgin_Islands
48409,2020-05-05,0,0,United_States_Virgin_Islands
48410,2020-05-04,0,0,United_States_Virgin_Islands
48411,2020-05-03,0,0,United_States_Virgin_Islands
48412,2020-05-02,0,0,United_States_Virgin_Islands
48413,2020-05-01,0,0,United_States_Virgin_Islands
48414,2020-04-30,7,0,United_States_Virgin_Islands
48415,2020-04-29,0,0,United_States_Virgin_Islands
48416,2020-04-28,4,1,United_States_Virgin_Islands
48417,2020-04-27,0,0,United_States_Virgin_Islands
48418,2020-04-26,1,0,United_States_Virgin_Islands
48419,2020-04-25,0,0,United_States_Virgin_Islands
48420,2020-04-24,0,0,United_States_Virgin_Islands
48421,2020-04-23,0,0,United_States_Virgin_Islands
48422,2020-04-22,0,0,United_States_Virgin_Islands
48423,2020-04-21,1,0,United_States_Virgin_Islands
48424,2020-04-20,0,0,United_States_Virgin_Islands
48425,2020-04-19,2,1,United_States_Virgin_Islands
48426,2020-04-18,0,1,United_States_Virgin_Islands
48427,2020-04-17,0,0,United_States_Virgin_Islands
48428,2020-04-16,0,0,United_States_Virgin_Islands
48429,2020-04-15,0,0,United_States_Virgin_Islands
48430,2020-04-14,0,0,United_States_Virgin_Islands
48431,2020-04-13,0,0,United_States_Virgin_Islands
48432,2020-04-12,1,0,United_States_Virgin_Islands
48433,2020-04-11,0,0,United_States_Virgin_Islands
48434,2020-04-10,5,0,United_States_Virgin_Islands
48435,2020-04-09,0,0,United_States_Virgin_Islands
48436,2020-04-08,3,0,United_States_Virgin_Islands
48437,2020-04-07,0,0,United_States_Virgin_Islands
48438,2020-04-06,2,1,United_States_Virgin_Islands
48439,2020-04-05,0,0,United_States_Virgin_Islands
48440,2020-04-04,7,0,United_States_Virgin_Islands
48441,2020-04-03,3,0,United_States_Virgin_Islands
48442,2020-04-02,0,0,United_States_Virgin_Islands
48443,2020-04-01,0,0,United_States_Virgin_Islands
48444,2020-03-30,8,0,United_States_Virgin_Islands
48445,2020-03-29,3,0,United_States_Virgin_Islands
48446,2020-03-28,2,0,United_States_Virgin_Islands
48447,2020-03-27,0,0,United_States_Virgin_Islands
48448,2020-03-26,0,0,United_States_Virgin_Islands
48449,2020-03-25,0,0,United_States_Virgin_Islands
48450,2020-03-24,17,0,United_States_Virgin_Islands
48451,2020-10-20,29,0,Uruguay
48452,2020-10-19,30,0,Uruguay
48453,2020-10-18,51,0,Uruguay
48454,2020-10-17,33,0,Uruguay
48455,2020-10-16,79,0,Uruguay
48456,2020-10-15,1,0,Uruguay
48457,2020-10-14,24,0,Uruguay
48458,2020-10-13,19,1,Uruguay
48459,2020-10-12,26,0,Uruguay
48460,2020-10-11,17,1,Uruguay
48461,2020-10-10,25,0,Uruguay
48462,2020-10-09,20,0,Uruguay
48463,2020-10-08,29,0,Uruguay
48464,2020-10-07,22,1,Uruguay
48465,2020-10-06,10,0,Uruguay
48466,2020-10-05,23,0,Uruguay
48467,2020-10-04,25,0,Uruguay
48468,2020-10-03,36,0,Uruguay
48469,2020-10-02,15,0,Uruguay
48470,2020-10-01,13,0,Uruguay
48471,2020-09-30,23,1,Uruguay
48472,2020-09-29,2,0,Uruguay
48473,2020-09-28,10,0,Uruguay
48474,2020-09-27,31,0,Uruguay
48475,2020-09-26,8,0,Uruguay
48476,2020-09-25,13,0,Uruguay
48477,2020-09-24,12,1,Uruguay
48478,2020-09-23,7,0,Uruguay
48479,2020-09-22,10,0,Uruguay
48480,2020-09-21,13,0,Uruguay
48481,2020-09-20,14,0,Uruguay
48482,2020-09-19,14,0,Uruguay
48483,2020-09-18,20,1,Uruguay
48484,2020-09-17,29,0,Uruguay
48485,2020-09-16,15,0,Uruguay
48486,2020-09-15,4,0,Uruguay
48487,2020-09-14,28,0,Uruguay
48488,2020-09-13,7,0,Uruguay
48489,2020-09-12,14,0,Uruguay
48490,2020-09-11,18,0,Uruguay
48491,2020-09-10,29,0,Uruguay
48492,2020-09-09,19,0,Uruguay
48493,2020-09-08,14,0,Uruguay
48494,2020-09-07,10,0,Uruguay
48495,2020-09-06,16,0,Uruguay
48496,2020-09-05,17,1,Uruguay
48497,2020-09-04,10,0,Uruguay
48498,2020-09-03,15,0,Uruguay
48499,2020-09-02,16,0,Uruguay
48500,2020-09-01,10,0,Uruguay
48501,2020-08-31,15,0,Uruguay
48502,2020-08-30,14,1,Uruguay
48503,2020-08-29,5,0,Uruguay
48504,2020-08-28,8,0,Uruguay
48505,2020-08-27,7,0,Uruguay
48506,2020-08-26,3,1,Uruguay
48507,2020-08-25,6,0,Uruguay
48508,2020-08-24,6,0,Uruguay
48509,2020-08-23,5,0,Uruguay
48510,2020-08-22,10,1,Uruguay
48511,2020-08-21,13,1,Uruguay
48512,2020-08-20,8,0,Uruguay
48513,2020-08-19,28,0,Uruguay
48514,2020-08-18,17,2,Uruguay
48515,2020-08-17,6,0,Uruguay
48516,2020-08-16,13,0,Uruguay
48517,2020-08-15,12,1,Uruguay
48518,2020-08-14,16,0,Uruguay
48519,2020-08-13,8,0,Uruguay
48520,2020-08-12,21,0,Uruguay
48521,2020-08-11,11,0,Uruguay
48522,2020-08-10,18,0,Uruguay
48523,2020-08-09,10,0,Uruguay
48524,2020-08-08,7,0,Uruguay
48525,2020-08-07,9,0,Uruguay
48526,2020-08-06,9,0,Uruguay
48527,2020-08-05,9,1,Uruguay
48528,2020-08-04,5,0,Uruguay
48529,2020-08-03,8,1,Uruguay
48530,2020-08-02,14,0,Uruguay
48531,2020-08-01,21,0,Uruguay
48532,2020-07-31,6,0,Uruguay
48533,2020-07-30,19,0,Uruguay
48534,2020-07-29,16,0,Uruguay
48535,2020-07-28,10,1,Uruguay
48536,2020-07-27,18,0,Uruguay
48537,2020-07-26,8,0,Uruguay
48538,2020-07-25,25,0,Uruguay
48539,2020-07-24,24,0,Uruguay
48540,2020-07-23,21,1,Uruguay
48541,2020-07-22,32,0,Uruguay
48542,2020-07-21,10,0,Uruguay
48543,2020-07-20,10,0,Uruguay
48544,2020-07-19,7,1,Uruguay
48545,2020-07-18,28,1,Uruguay
48546,2020-07-17,0,0,Uruguay
48547,2020-07-16,12,0,Uruguay
48548,2020-07-15,8,0,Uruguay
48549,2020-07-14,2,0,Uruguay
48550,2020-07-13,1,1,Uruguay
48551,2020-07-12,1,1,Uruguay
48552,2020-07-11,8,0,Uruguay
48553,2020-07-10,3,0,Uruguay
48554,2020-07-09,9,0,Uruguay
48555,2020-07-08,5,0,Uruguay
48556,2020-07-07,4,1,Uruguay
48557,2020-07-06,1,0,Uruguay
48558,2020-07-05,3,0,Uruguay
48559,2020-07-04,5,0,Uruguay
48560,2020-07-03,4,0,Uruguay
48561,2020-07-02,7,1,Uruguay
48562,2020-07-01,4,0,Uruguay
48563,2020-06-30,3,0,Uruguay
48564,2020-06-29,5,1,Uruguay
48565,2020-06-28,5,0,Uruguay
48566,2020-06-27,12,0,Uruguay
48567,2020-06-26,5,0,Uruguay
48568,2020-06-25,17,1,Uruguay
48569,2020-06-24,3,0,Uruguay
48570,2020-06-23,6,0,Uruguay
48571,2020-06-22,17,0,Uruguay
48572,2020-06-21,6,1,Uruguay
48573,2020-06-20,3,0,Uruguay
48574,2020-06-19,1,0,Uruguay
48575,2020-06-18,0,0,Uruguay
48576,2020-06-17,1,1,Uruguay
48577,2020-06-16,0,0,Uruguay
48578,2020-06-15,1,0,Uruguay
48579,2020-06-14,0,0,Uruguay
48580,2020-06-13,0,0,Uruguay
48581,2020-06-12,0,0,Uruguay
48582,2020-06-11,1,0,Uruguay
48583,2020-06-10,1,0,Uruguay
48584,2020-06-09,0,0,Uruguay
48585,2020-06-08,0,0,Uruguay
48586,2020-06-07,11,0,Uruguay
48587,2020-06-06,2,0,Uruguay
48588,2020-06-05,4,0,Uruguay
48589,2020-06-04,2,0,Uruguay
48590,2020-06-03,1,0,Uruguay
48591,2020-06-02,2,1,Uruguay
48592,2020-06-01,2,0,Uruguay
48593,2020-05-31,5,0,Uruguay
48594,2020-05-30,5,0,Uruguay
48595,2020-05-29,8,0,Uruguay
48596,2020-05-28,14,0,Uruguay
48597,2020-05-27,2,0,Uruguay
48598,2020-05-26,18,0,Uruguay
48599,2020-05-25,5,0,Uruguay
48600,2020-05-24,11,2,Uruguay
48601,2020-05-23,4,0,Uruguay
48602,2020-05-22,3,0,Uruguay
48603,2020-05-21,8,0,Uruguay
48604,2020-05-20,1,0,Uruguay
